"","Soil_DNA_dreid_soil_irrigated_rep1_R1","Soil_DNA_dreid_soil_irrigated_rep2_R1","Soil_DNA_dreid_soil_irrigated_rep3_R1","Soil_DNA_dreid_soil_irrigated_rep4_R1","Soil_DNA_dried_soil_rainfed_rep1_R1","Soil_DNA_dried_soil_rainfed_rep2_R1","Soil_DNA_dried_soil_rainfed_rep3_R1","Soil_DNA_dried_soil_rainfed_rep4_R1","Soil_DNA_fresh_soil_irrigated_rep1_R1","Soil_DNA_fresh_soil_irrigated_rep2_R1","Soil_DNA_fresh_soil_irrigated_rep3_R1","Soil_DNA_fresh_soil_irrigated_rep4_R1","Soil_DNA_fresh_soil_rainfed_rep1_R1","Soil_DNA_fresh_soil_rainfed_rep2_R1","Soil_DNA_fresh_soil_rainfed_rep3_R1","Soil_DNA_fresh_soil_rainfed_rep4_R1","Soil_DNA_incubated_soil_irrigated_rep1_R1","Soil_DNA_incubated_soil_irrigated_rep2_R1","Soil_DNA_incubated_soil_irrigated_rep3_R1","Soil_DNA_incubated_soil_irrigated_rep4_R1","Soil_DNA_incubated_soil_rainfed_rep1_R1","Soil_DNA_incubated_soil_rainfed_rep2_R1","Soil_DNA_incubated_soil_rainfed_rep3_R1","Soil_DNA_incubated_soil_rainfed_rep4_R1","Soil_DNA_reincubated_soil_irrigated_rep1_R1","Soil_DNA_reincubated_soil_irrigated_rep2_R1","Soil_DNA_reincubated_soil_irrigated_rep3_R1","Soil_DNA_reincubated_soil_irrigated_rep4_R1","Soil_DNA_reincubated_soil_rainfed_rep1_R1","Soil_DNA_reincubated_soil_rainfed_rep2_R1","Soil_DNA_reincubated_soil_rainfed_rep3_R1","Soil_DNA_reincubated_soil_rainfed_rep4_R1","Soil_RNA_dreid_soil_irrigated_rep1_R1","Soil_RNA_dreid_soil_irrigated_rep2_R1","Soil_RNA_dreid_soil_irrigated_rep3_R1","Soil_RNA_dreid_soil_irrigated_rep4_R1","Soil_RNA_dried_soil_rainfed_rep1_R1","Soil_RNA_dried_soil_rainfed_rep2_R1","Soil_RNA_dried_soil_rainfed_rep3_R1","Soil_RNA_dried_soil_rainfed_rep4_R1","Soil_RNA_fresh_soil_irrigated_rep4_R1","Soil_RNA_fresh_soil_rainfed_rep1_R1","Soil_RNA_fresh_soil_rainfed_rep2_R1","Soil_RNA_fresh_soil_rainfed_rep4_R1","Soil_RNA_incubated_soil_irrigated_rep1_R1","Soil_RNA_incubated_soil_irrigated_rep2_R1","Soil_RNA_incubated_soil_irrigated_rep3_R1","Soil_RNA_incubated_soil_irrigated_rep4_R1","Soil_RNA_incubated_soil_rainfed_rep2_R1","Soil_RNA_reincubated_soil_irrigated_rep1_R1","Soil_RNA_reincubated_soil_irrigated_rep2_R1","Soil_RNA_reincubated_soil_irrigated_rep3_R1","Soil_RNA_reincubated_soil_irrigated_rep4_R1","Soil_RNA_reincubated_soil_rainfed_rep1_R1","Soil_RNA_reincubated_soil_rainfed_rep2_R1","Soil_RNA_reincubated_soil_rainfed_rep3_R1","Soil_RNA_reincubated_soil_rainfed_rep4_R1"
"Soil_DNA_incubated_soil_rainfed_rep3_R1",0.17426425121803,0.244888828287193,0.251865252809314,0.230159814810309,0.216291969552035,0.208781921149946,0.178821626123385,0.216200044344661,0.163566544227962,0.167653184906183,0.178098560494207,0.167102985138962,0.146888557021653,0.148205876031981,0.131282708512223,0.157653871310409,0.117360135240484,0.14067292025323,0.137666628529083,0.101829836473914,0.113755180827724,0.0929794132680995,0,0.0877715667507583,0.222107435566659,0.264739823190812,0.261702594191204,0.254885768432657,0.24615904861783,0.211356959703378,0.213412695477563,0.249932901285268,0.267525976676011,0.280346970057054,0.30182761212325,0.28328203779369,0.293618739048505,0.308161640799515,0.258295442999142,0.28704287019076,0.286388804419921,0.265531378308299,0.274308128378362,0.281347622453367,0.210433083425197,0.204851203972673,0.222894901053243,0.241004652588865,0.22361208250808,0.240465982749015,0.305855125278025,0.31224003318877,0.313194458896653,0.324899250221588,0.298488701765693,0.286995888398587,0.301905331494373
"Soil_DNA_incubated_soil_rainfed_rep4_R1",0.20330068559625,0.207098892347227,0.2265046334947,0.20208768913001,0.216816751652447,0.208535985482873,0.162683456570127,0.182779515086354,0.176550771173751,0.147884581404059,0.157597238099937,0.150448595737834,0.138733253925974,0.156716662648435,0.142865348832396,0.144916179747642,0.135791858414119,0.0969840356733818,0.0982423189719726,0.0922576321514275,0.126414692335428,0.103416139286528,0.0877715667507583,0,0.194442994726863,0.229822914301668,0.228417810087923,0.214361536820146,0.204991174794724,0.1743663872051,0.174219554615951,0.20930806346119,0.267118707298697,0.262463714916376,0.28486440086061,0.269563414553821,0.293978863657148,0.307470348806908,0.255836657500617,0.279430378152534,0.284431427590689,0.267979779266888,0.279629598073048,0.280146106095228,0.216766529647989,0.190176187802067,0.219654947041437,0.240692621875591,0.228249211177334,0.239565498447971,0.285790335275736,0.301432866910236,0.306021568792722,0.316053036343971,0.292937878292307,0.291775955331612,0.287207388565548
"Soil_DNA_reincubated_soil_irrigated_rep1_R1",0.254698769368913,0.22525345362494,0.232424797727725,0.225013525604311,0.275224013516191,0.256767526713128,0.242373994223375,0.241453195118684,0.21076058128464,0.208827858796219,0.205646817336941,0.211537391979308,0.229028526756809,0.209487848907035,0.214250159732299,0.202246448890044,0.206686687364112,0.188908004046881,0.178228831095368,0.206297336725274,0.237613482046898,0.210791247603807,0.222107435566659,0.194442994726863,0,0.112653978246665,0.120389101964456,0.113057444742506,0.135226907502708,0.0969346872276262,0.0970640194851112,0.110411955936327,0.241739245377171,0.246594995006342,0.260725443888975,0.25621974475698,0.27442022187382,0.274848230032043,0.250797850175462,0.262436160549925,0.270198660434691,0.265692853930034,0.26689820951537,0.26739998632164,0.230973970213469,0.225575607912391,0.234303449247441,0.246036675652884,0.238757388434707,0.17152714506183,0.218374166831525,0.235994793652191,0.247366022697084,0.273762205716531,0.244171068489935,0.234842783789548,0.22191822562633
"Soil_DNA_reincubated_soil_irrigated_rep2_R1",0.295784280030946,0.201703743409341,0.205814995504495,0.204458780677277,0.282371960739983,0.269317757544407,0.250645267893233,0.238873943361972,0.26905552833301,0.239783405062767,0.23979635282792,0.243101604553032,0.261750727003028,0.25408410776208,0.258835473849715,0.240053018482839,0.2715569842626,0.215821213455826,0.213021345507748,0.234360391466104,0.268661998926713,0.254373583313104,0.264739823190812,0.229822914301668,0.112653978246665,0,0.0849915388501307,0.0774950990641012,0.131431020643715,0.120171287768123,0.112382474319213,0.0887246401557659,0.247531453110396,0.227958779574446,0.234167142105777,0.243464451629672,0.272504431498854,0.259399959199131,0.256258940769925,0.253778919849715,0.274577945871497,0.290114021873143,0.276841925711543,0.277018642716395,0.273835632007679,0.237685557783349,0.254472782450079,0.265377190007964,0.271218926996909,0.181163221531736,0.164496705547392,0.195012640897465,0.214761658966401,0.259940103380005,0.237049699927826,0.220700480290249,0.196645095395638
"Soil_DNA_reincubated_soil_irrigated_rep3_R1",0.298780407807857,0.214265873295464,0.217625599222782,0.215130083263481,0.288130855432321,0.275097322672334,0.256398234501098,0.24619082395246,0.265098033328565,0.238048486337548,0.233112707525286,0.239325516470971,0.26095325372256,0.249276342330507,0.252402887996625,0.233067423631538,0.268220685489228,0.21590649449412,0.20251164843942,0.231411810429235,0.269270868377589,0.252295505068409,0.261702594191204,0.228417810087923,0.120389101964456,0.0849915388501307,0,0.0726812133528186,0.149850681776434,0.129534013586411,0.118244706861284,0.107071745662651,0.257584461584345,0.234877056321533,0.245846995734105,0.248328711415484,0.274158419907961,0.271063508987443,0.256135545271637,0.25804681503648,0.275330313444415,0.280908834405532,0.277842522242664,0.275014695955258,0.263661450276582,0.233578502016613,0.241440429292939,0.256358509313907,0.260476469610463,0.184306166397831,0.178485199858271,0.197120911533062,0.216769652441248,0.261609805524465,0.235054975668957,0.220237258971621,0.200537906055114
"Soil_DNA_reincubated_soil_irrigated_rep4_R1",0.29547479134655,0.189718558008821,0.199371211110854,0.188223133361325,0.281188470153013,0.270434150010629,0.248905358665373,0.234429926548706,0.256783174641229,0.224532418809047,0.223584034138635,0.224384276105228,0.248297748027033,0.243368597613437,0.247438420914082,0.228469255099501,0.255564347724518,0.199082036529116,0.193175546419178,0.214781707267645,0.257078259786439,0.239217750156571,0.254885768432657,0.214361536820146,0.113057444742506,0.0774950990641012,0.0726812133528186,0,0.133061019078618,0.118767629104181,0.101298288722119,0.102048038935896,0.247141683815983,0.215568788039335,0.230221688616023,0.23115252209679,0.262090278320858,0.261105501433198,0.243293852114083,0.244579121955626,0.263722754871024,0.269889448837475,0.267471186604257,0.266279643514511,0.249293659174953,0.218606882793383,0.231999750459865,0.242370543419287,0.248259635118848,0.174282316456228,0.165593218997304,0.189606622917826,0.201885153530048,0.253845526448753,0.228100034405667,0.211546967578955,0.193778977250548
"Soil_DNA_reincubated_soil_rainfed_rep1_R1",0.271262380109282,0.186458202983582,0.190596267957266,0.183867044434685,0.217211648189309,0.250329448110715,0.220582151641263,0.205446189765584,0.249506744865141,0.229911228652416,0.224512917900522,0.227898100494487,0.225516178959419,0.240366371638183,0.243901708725028,0.233560018533237,0.249665240865668,0.212688923400732,0.20551124731506,0.223650214314935,0.21018128133804,0.2302458438993,0.24615904861783,0.204991174794724,0.135226907502708,0.131431020643715,0.149850681776434,0.133061019078618,0,0.0888380534697638,0.0951839392302245,0.093160824452893,0.233550966295067,0.220765936062685,0.236972211484866,0.236123295674066,0.235313616406939,0.249935794908286,0.222762693699722,0.237732838700227,0.276555104138263,0.263432556362516,0.274763948737823,0.276454883759288,0.244112517287587,0.216003354515396,0.235306538196055,0.257981568894168,0.242195755819867,0.200479599243341,0.201898063702521,0.227314987969463,0.238122111935007,0.234444335334842,0.231152715702268,0.22087674869059,0.206149017590694
"Soil_DNA_reincubated_soil_rainfed_rep2_R1",0.242977395696499,0.187480715372278,0.193126433489881,0.184327608167731,0.235264727453005,0.222909683881989,0.199639859602464,0.19415903672101,0.213588867731786,0.203040295529129,0.195707434594012,0.202855362864927,0.213150882494475,0.197062965146631,0.208058452468862,0.197235760531663,0.21284964970782,0.191851320736661,0.175368816721574,0.190654587870114,0.213290328003541,0.188508355389305,0.211356959703378,0.1743663872051,0.0969346872276262,0.120171287768123,0.129534013586411,0.118767629104181,0.0888380534697638,0,0.0695525475320417,0.0813792387153031,0.220179619136599,0.213910040598685,0.229786188133494,0.22938592473609,0.240780402334346,0.242923814700629,0.213811730310165,0.230777159553329,0.267454353928932,0.260271380144224,0.261700184950288,0.264466372696671,0.221834558724095,0.206563075372534,0.221126936076605,0.238910788941458,0.225156645514329,0.17964491695789,0.202438666200274,0.223509499742859,0.235030670836221,0.247892081574045,0.220859576119429,0.217050677446784,0.201658680906347
"Soil_DNA_reincubated_soil_rainfed_rep3_R1",0.258247021862396,0.18054226523212,0.194086003367391,0.179860610163403,0.247714153085861,0.239248769397995,0.208729134358479,0.198416662732145,0.226713423329378,0.200523306273582,0.200724147698363,0.202729833672931,0.217202143134696,0.213010370727272,0.213670603160855,0.199528484711706,0.221001657874251,0.185949371693962,0.174236649690684,0.195008964127004,0.219138365538589,0.202128972632295,0.213412695477563,0.174219554615951,0.0970640194851112,0.112382474319213,0.118244706861284,0.101298288722119,0.0951839392302245,0.0695525475320417,0,0.0778406528880336,0.240896184962267,0.224620122852255,0.241954738853977,0.240797458892824,0.255755754665532,0.258925654772676,0.227806106158742,0.24273020960036,0.277992049760074,0.267983747255602,0.274494746982652,0.273867693734323,0.228759654077033,0.210965119670668,0.22773258757057,0.244478861927746,0.234499136302361,0.182546713070543,0.198640111048827,0.221154728682607,0.233785108080728,0.25430971520273,0.22851086532096,0.212270823332478,0.198209453684082
"Soil_DNA_reincubated_soil_rainfed_rep4_R1",0.286130833621748,0.202510156951945,0.20604583999063,0.20311126577639,0.264779755594782,0.258530147561486,0.233769802025761,0.222137122679513,0.257896241544641,0.233249477308979,0.227658220965162,0.233558397265875,0.24900181044431,0.242478750052562,0.245538042134092,0.226797496234317,0.259323635054389,0.21796982674591,0.206310902693468,0.224746721341531,0.249448701574702,0.239979820203309,0.249932901285268,0.20930806346119,0.110411955936327,0.0887246401557659,0.107071745662651,0.102048038935896,0.093160824452893,0.0813792387153031,0.0778406528880336,0,0.237318573905734,0.224319567627736,0.232058206456132,0.238407041125601,0.255889213609153,0.249150155501696,0.236798927707381,0.238694590717234,0.271145563353925,0.27428122001038,0.269799827672661,0.2673111904281,0.251811371794784,0.226556769669685,0.235614967546901,0.247234869556266,0.250267298330562,0.18025042521763,0.182598054909101,0.205051851380669,0.220109161389123,0.245242375460185,0.221719621959069,0.205748427117675,0.184108473504119
"Soil_RNA_dreid_soil_irrigated_rep1_R1",0.195563780964076,0.201975842586246,0.180393502385459,0.181821876946928,0.165463915203183,0.160528515046598,0.179765779881229,0.170920246607243,0.255187234978521,0.26025684032327,0.257273651037764,0.262846859652864,0.271091818656256,0.246741752546006,0.259049050916494,0.259674607246881,0.269704705079952,0.285211596534543,0.270603304788464,0.265320728734135,0.265108199734723,0.256140905478511,0.267525976676011,0.267118707298697,0.241739245377171,0.247531453110396,0.257584461584345,0.247141683815983,0.233550966295067,0.220179619136599,0.240896184962267,0.237318573905734,0,0.178059676289174,0.190303053709759,0.192065979532944,0.0984237831555784,0.0785739697984595,0.0913425113837342,0.10060201070951,0.245947676056331,0.233798994373295,0.234190870473455,0.242244367903487,0.230690054137469,0.219809835350318,0.23028696232761,0.243515969805355,0.214580184769763,0.191775295087876,0.220537685356358,0.230162841812516,0.234426211772661,0.244396610853783,0.219700768233787,0.211696578255137,0.222669558405962
"Soil_RNA_dreid_soil_irrigated_rep2_R1",0.276737132118135,0.180982241938853,0.179699151451107,0.164806358806744,0.244298907640028,0.259860613758576,0.23476568918147,0.220555812061308,0.263061169199014,0.246724975996352,0.250454840893492,0.251085367309477,0.264075407628885,0.249289520533479,0.25491256983913,0.252025224135667,0.281196651209209,0.266348091366427,0.255008937454353,0.246251373899297,0.259762608842474,0.25838999824107,0.280346970057054,0.262463714916376,0.246594995006342,0.227958779574446,0.234877056321533,0.215568788039335,0.220765936062685,0.213910040598685,0.224620122852255,0.224319567627736,0.178059676289174,0,0.0729749186882543,0.072041793899806,0.147615487523911,0.188072370441623,0.128911639872577,0.114843612599941,0.21161555831006,0.189672286978938,0.200990128651144,0.230672840683887,0.221678610493046,0.148121868104444,0.191814800921029,0.206985499166752,0.165347760324065,0.182353774301169,0.131336186160753,0.127691801489018,0.120239561955306,0.16146187758375,0.128888669938722,0.128849248080139,0.127882842381466
"Soil_RNA_dreid_soil_irrigated_rep3_R1",0.293176921511845,0.208519460731934,0.195204649835053,0.186188643870745,0.262709125499558,0.271997976045985,0.253067545533052,0.238353298936437,0.284158609783649,0.270812839036459,0.266805019629583,0.270469573476276,0.289232852357311,0.265697627420754,0.274406515886577,0.271090917242074,0.303778098895942,0.293931292352978,0.273472677671167,0.268980514076434,0.285030522487426,0.27824749608159,0.30182761212325,0.28486440086061,0.260725443888975,0.234167142105777,0.245846995734105,0.230221688616023,0.236972211484866,0.229786188133494,0.241954738853977,0.232058206456132,0.190303053709759,0.0729749186882543,0,0.0676555533054614,0.155423739348731,0.189718927097916,0.147811001991229,0.123989252171985,0.215114307400452,0.212529006668153,0.201490519472644,0.237036932974222,0.245887157904672,0.183996985533838,0.212879304009842,0.232389432544786,0.185619067025844,0.183758009175761,0.138977209429537,0.11678360413719,0.12124590697025,0.14231620641225,0.112179440001636,0.121293841397664,0.108830483904612
"Soil_RNA_dreid_soil_irrigated_rep4_R1",0.294232169426594,0.226918037222072,0.219606752020592,0.202022662620976,0.267580389683191,0.279820238173448,0.259883270162902,0.248618340797483,0.261179973828621,0.251241763776283,0.252550526728057,0.252262448905047,0.266825106336607,0.249076756162804,0.255974891325549,0.254890964457575,0.282965301137708,0.27800319534951,0.261113190000736,0.251093348987056,0.268448874030912,0.261752634265452,0.28328203779369,0.269563414553821,0.25621974475698,0.243464451629672,0.248328711415484,0.23115252209679,0.236123295674066,0.22938592473609,0.240797458892824,0.238407041125601,0.192065979532944,0.072041793899806,0.0676555533054614,0,0.1562100597745,0.199579392586723,0.14823804563303,0.130491943404196,0.194550888701713,0.183172917960682,0.182144747737945,0.217739781572003,0.216407942331414,0.153685732744805,0.181907881809565,0.193092197346168,0.155413763426918,0.177312275423612,0.151573954401156,0.13507157042164,0.112146910680946,0.149835209572574,0.105314006338,0.116794618015565,0.119927056281627
"Soil_RNA_dried_soil_rainfed_rep1_R1",0.23551545620052,0.218197691352233,0.197171062586161,0.200075649358427,0.170387316040798,0.186196226141089,0.206906150160315,0.193974246857314,0.288305485565735,0.285184770902062,0.280258316950007,0.285124239735676,0.284283679853986,0.273435884834337,0.283482721186897,0.286227103530799,0.304286513174506,0.311009241106657,0.297690455510148,0.289849545400116,0.276501199288772,0.285854802401463,0.293618739048505,0.293978863657148,0.27442022187382,0.272504431498854,0.274158419907961,0.262090278320858,0.235313616406939,0.240780402334346,0.255755754665532,0.255889213609153,0.0984237831555784,0.147615487523911,0.155423739348731,0.1562100597745,0,0.101018160354483,0.0684796734192948,0.067934891403165,0.25426310247623,0.198238567448099,0.233841995632006,0.258613082303868,0.257606931279966,0.222758924698356,0.243583915730606,0.260297088050334,0.196621780573928,0.222791652382271,0.215130034436151,0.201884349991922,0.202692521601719,0.178519463923873,0.176395993751724,0.168502407297954,0.182786258704237
"Soil_RNA_dried_soil_rainfed_rep2_R1",0.244871348775139,0.231331587530911,0.200986085073208,0.212328603570852,0.184219844377125,0.181930309313218,0.210841983028192,0.194644209440858,0.303900617970649,0.294466799871207,0.290984090861558,0.296363732738205,0.304653165714493,0.281422291465664,0.29401555546378,0.294214910969992,0.320405035894558,0.323441917217412,0.308369232943328,0.303960344595134,0.306539635809713,0.300596739723354,0.308161640799515,0.307470348806908,0.274848230032043,0.259399959199131,0.271063508987443,0.261105501433198,0.249935794908286,0.242923814700629,0.258925654772676,0.249150155501696,0.0785739697984595,0.188072370441623,0.189718927097916,0.199579392586723,0.101018160354483,0,0.105429523943433,0.107332935151953,0.25488357205486,0.249985707190533,0.238113969606339,0.25313280533727,0.266908721081044,0.240336786840733,0.250405352817605,0.265590825804017,0.231706186643792,0.210593211141391,0.208858762767429,0.218712027547245,0.221747633382974,0.235304768771008,0.207772181290978,0.202133647003499,0.210502693685113
"Soil_RNA_dried_soil_rainfed_rep3_R1",0.20991144121343,0.193919857412259,0.175260984015528,0.172316415317157,0.16219587511273,0.16773529102119,0.178288327918016,0.170444014335407,0.257210579831118,0.25291504390116,0.250229642785587,0.253594996058687,0.259640356460828,0.239704678411702,0.2482091138106,0.249961517955048,0.2705365796279,0.27747186910604,0.263329697522607,0.253132243953718,0.252135192424766,0.250700377705791,0.258295442999142,0.255836657500617,0.250797850175462,0.256258940769925,0.256135545271637,0.243293852114083,0.222762693699722,0.213811730310165,0.227806106158742,0.236798927707381,0.0913425113837342,0.128911639872577,0.147811001991229,0.14823804563303,0.0684796734192948,0.105429523943433,0,0.0528419263147928,0.2345527117127,0.201077945323554,0.216814000541008,0.23825553767848,0.223491877929109,0.18575047779894,0.212357824355453,0.23287484364601,0.16976985195851,0.198919809664404,0.19467250799251,0.19127201416675,0.193628040795433,0.197697204652001,0.177339137704025,0.165297363387605,0.176940542798358
"Soil_RNA_dried_soil_rainfed_rep4_R1",0.234730261594963,0.206341340128379,0.184966701781123,0.187332911823611,0.18077468051548,0.184883030981364,0.197785797043155,0.18149483918503,0.284664957811982,0.272189989629899,0.270888528549803,0.275200058075004,0.287190302059188,0.265471387758088,0.275402208196648,0.271015263244693,0.298451229799071,0.295618971542942,0.282095241002732,0.27352183047796,0.282460476135055,0.278261370719683,0.28704287019076,0.279430378152534,0.262436160549925,0.253778919849715,0.25804681503648,0.244579121955626,0.237732838700227,0.230777159553329,0.24273020960036,0.238694590717234,0.10060201070951,0.114843612599941,0.123989252171985,0.130491943404196,0.067934891403165,0.107332935151953,0.0528419263147928,0,0.237734418602383,0.210035095391496,0.223129945793015,0.242278148392298,0.248452816104317,0.199201128823399,0.22715060384248,0.244073089249179,0.186010954375762,0.200204377305135,0.189372319393847,0.167676111428753,0.171058498323546,0.178955215794004,0.151785768881363,0.141961441643888,0.14930869946986
"Soil_RNA_fresh_soil_irrigated_rep4_R1",0.33612688292337,0.295150325117016,0.283636219582237,0.270188915586721,0.316944826775461,0.330626646964492,0.316910675402173,0.309755169871736,0.23058725682506,0.196690341021577,0.18280690011314,0.187693283536036,0.218410308366446,0.208748944326273,0.215110229707376,0.192820682312442,0.281550597242361,0.289497276188641,0.271583191282134,0.271052296895715,0.295415958307283,0.289481683936838,0.286388804419921,0.284431427590689,0.270198660434691,0.274577945871497,0.275330313444415,0.263722754871024,0.276555104138263,0.267454353928932,0.277992049760074,0.271145563353925,0.245947676056331,0.21161555831006,0.215114307400452,0.194550888701713,0.25426310247623,0.25488357205486,0.2345527117127,0.237734418602383,0,0.0978286642202524,0.0806655588051396,0.0677855492304941,0.171559295121508,0.164575546954331,0.146525726030078,0.148640180444965,0.15667002363591,0.186132140407274,0.204353413620564,0.205508294670855,0.191446214407047,0.245600701975148,0.207216704992943,0.205275417987032,0.217568117201099
"Soil_RNA_fresh_soil_rainfed_rep1_R1",0.315207993679352,0.285135767040256,0.278198531994655,0.262318683698971,0.292512000374071,0.318202122950696,0.301659029869637,0.297753324815493,0.20837693658849,0.188636763467605,0.179027733426701,0.182142860232224,0.190382492256824,0.196447096304408,0.197743275708946,0.183688981414841,0.260020530412689,0.278937070389492,0.263639641254824,0.262270586079355,0.261030830987388,0.268969773439038,0.265531378308299,0.267979779266888,0.265692853930034,0.290114021873143,0.280908834405532,0.269889448837475,0.263432556362516,0.260271380144224,0.267983747255602,0.27428122001038,0.233798994373295,0.189672286978938,0.212529006668153,0.183172917960682,0.198238567448099,0.249985707190533,0.201077945323554,0.210035095391496,0.0978286642202524,0,0.0965688883526919,0.112033627537186,0.156912512956239,0.159041963461814,0.158034736237604,0.163066877949755,0.119986541236516,0.201353425025813,0.224482642343825,0.214155387454413,0.202356990159522,0.210784547943198,0.191567796185289,0.188953079108494,0.212117828394102
"Soil_RNA_fresh_soil_rainfed_rep2_R1",0.326555694500565,0.298133487514815,0.285278921582324,0.272834836658617,0.313141953174138,0.323696690176969,0.31226981043938,0.305988961684498,0.222053457645874,0.206025202638814,0.197778603997738,0.201258231704096,0.228600799760254,0.19776544900101,0.206950124330565,0.197486411866174,0.272504926038428,0.291052936453218,0.268943940798228,0.271079795489199,0.289861553334687,0.276952521708005,0.274308128378362,0.279629598073048,0.26689820951537,0.276841925711543,0.277842522242664,0.267471186604257,0.274763948737823,0.261700184950288,0.274494746982652,0.269799827672661,0.234190870473455,0.200990128651144,0.201490519472644,0.182144747737945,0.233841995632006,0.238113969606339,0.216814000541008,0.223129945793015,0.0806655588051396,0.0965688883526919,0,0.0972688686398833,0.155676893040537,0.167315137456264,0.145712661305635,0.155251034694411,0.125400002951765,0.179120615969363,0.201375172870842,0.1976299090741,0.182894870657243,0.226410193301141,0.178756725192765,0.18565611519103,0.202067818805634
"Soil_RNA_fresh_soil_rainfed_rep4_R1",0.334086553549025,0.297701738433347,0.28482453903302,0.275542116355171,0.317581009972514,0.328106177443764,0.313320454564862,0.305175419967166,0.232093210945222,0.200146114293393,0.183734557932314,0.195433246654518,0.220022658895121,0.208022397646859,0.21237006604697,0.186569632377826,0.279681435882147,0.291828708628815,0.273142631879377,0.275445269497217,0.296283588820928,0.2873983621977,0.281347622453367,0.280146106095228,0.26739998632164,0.277018642716395,0.275014695955258,0.266279643514511,0.276454883759288,0.264466372696671,0.273867693734323,0.2673111904281,0.242244367903487,0.230672840683887,0.237036932974222,0.217739781572003,0.258613082303868,0.25313280533727,0.23825553767848,0.242278148392298,0.0677855492304941,0.112033627537186,0.0972688686398833,0,0.175715424752497,0.180170231476744,0.154591444492207,0.159691118971526,0.161844160205437,0.191454909331743,0.223040723884789,0.223325224040951,0.212249281108633,0.256817333982572,0.220223914144592,0.212295300069166,0.229657439553791
"Soil_RNA_incubated_soil_irrigated_rep1_R1",0.258604427081042,0.261026180805566,0.255603296206741,0.239645405143206,0.272848229200343,0.276865060089132,0.264351344468732,0.265544578774583,0.156728761040786,0.177859794985566,0.176789953625911,0.178137155179101,0.191712822941704,0.16760425813203,0.168026795502591,0.173474065199715,0.173259055745322,0.237109902496139,0.216519274591712,0.210753511124693,0.221663409036538,0.203769009701073,0.210433083425197,0.216766529647989,0.230973970213469,0.273835632007679,0.263661450276582,0.249293659174953,0.244112517287587,0.221834558724095,0.228759654077033,0.251811371794784,0.230690054137469,0.221678610493046,0.245887157904672,0.216407942331414,0.257606931279966,0.266908721081044,0.223491877929109,0.248452816104317,0.171559295121508,0.156912512956239,0.155676893040537,0.175715424752497,0,0.142807628612625,0.128720143257185,0.126968055055556,0.11319940681522,0.179098632683564,0.241749057799592,0.252648803183953,0.240199606623481,0.264355312311544,0.226609737902111,0.225856657671229,0.239698861296166
"Soil_RNA_incubated_soil_irrigated_rep2_R1",0.264247407753455,0.215636183916531,0.215031355217623,0.193970190503827,0.24433006484699,0.258545280613107,0.231935416856596,0.225281092003997,0.208598564635698,0.170972997709303,0.180918532711497,0.176480095269952,0.191476720192835,0.187438813403505,0.184273665929117,0.174513378150552,0.206868078188943,0.187559457805131,0.178466713375328,0.173779205785531,0.206465048693932,0.206084988194518,0.204851203972673,0.190176187802067,0.225575607912391,0.237685557783349,0.233578502016613,0.218606882793383,0.216003354515396,0.206563075372534,0.210965119670668,0.226556769669685,0.219809835350318,0.148121868104444,0.183996985533838,0.153685732744805,0.222758924698356,0.240336786840733,0.18575047779894,0.199201128823399,0.164575546954331,0.159041963461814,0.167315137456264,0.180170231476744,0.142807628612625,0,0.110172064113453,0.143228621310079,0.117062971919866,0.177452924779378,0.171735061830697,0.186000572014297,0.179923295656645,0.214141716003288,0.179881411277345,0.176172278182484,0.177983701452322
"Soil_RNA_incubated_soil_irrigated_rep3_R1",0.287759035455659,0.262882344702362,0.250315610571102,0.237741589593802,0.279203423647597,0.290910499044741,0.274222027111047,0.269180669781149,0.223264487726095,0.19387518076718,0.190848442523336,0.196630976953804,0.221001450259932,0.206485926672814,0.203070710011528,0.190341737116228,0.22567775445648,0.227870021796509,0.203916142547806,0.210994631985334,0.239112918211627,0.232687965503124,0.222894901053243,0.219654947041437,0.234303449247441,0.254472782450079,0.241440429292939,0.231999750459865,0.235306538196055,0.221126936076605,0.22773258757057,0.235614967546901,0.23028696232761,0.191814800921029,0.212879304009842,0.181907881809565,0.243583915730606,0.250405352817605,0.212357824355453,0.22715060384248,0.146525726030078,0.158034736237604,0.145712661305635,0.154591444492207,0.128720143257185,0.110172064113453,0,0.0783896889170379,0.108770936424912,0.181730413340653,0.200137709321739,0.201717313666242,0.187001342760911,0.235732977901392,0.190994887811866,0.19399014747508,0.205615836996451
